index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,sex,age,major,knowledge,sub_knowledge
0,Class11,2024-01-15 13:41:47,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,208,3,139429592a9c23c08b71,female,20,J23517,g7R2j,g7R2j_e0v1yls8
1,Class11,2024-01-15 13:41:13,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_gj1NLb4Jn7URf9K2kQPd,384,3,139429592a9c23c08b71,female,20,J23517,g7R2j,g7R2j_e0v1yls8
2,Class11,2024-01-15 13:40:41,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_BXr9AIsPQhwNvyGdZL57,328,3,139429592a9c23c08b71,female,20,J23517,y9W5d,y9W5d_c0w4mj5h
2,Class11,2024-01-15 13:40:41,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_BXr9AIsPQhwNvyGdZL57,328,3,139429592a9c23c08b71,female,20,J23517,s8Y2f,s8Y2f_v4x8by9j
3,Class11,2024-01-14 23:14:47,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,352,3,b217bae3c84d59dde71f,female,18,J57489,g7R2j,g7R2j_e0v1yls8
4,Class11,2024-01-14 23:13:30,Absolutely_Error,0,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,356,2,b217bae3c84d59dde71f,female,18,J57489,g7R2j,g7R2j_e0v1yls8
5,Class11,2024-01-14 23:12:15,Absolutely_Error,0,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,324,3,b217bae3c84d59dde71f,female,18,J57489,g7R2j,g7R2j_e0v1yls8
6,Class11,2024-01-14 23:09:32,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,0,4,b217bae3c84d59dde71f,female,18,J57489,g7R2j,g7R2j_e0v1yls8
7,Class11,2024-01-14 23:09:03,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,0,1,b217bae3c84d59dde71f,female,18,J57489,g7R2j,g7R2j_e0v1yls8
8,Class11,2024-01-14 23:06:57,Absolutely_Error,0,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,332,5,b217bae3c84d59dde71f,female,18,J57489,g7R2j,g7R2j_e0v1yls8
9,Class11,2024-01-14 23:06:46,Absolutely_Error,0,Question_5fgqjSBwTPG7KUV3it6O,Method_5Q4KoXthUuYz3bvrTDFm,332,3,b217bae3c84d59dde71f,female,18,J57489,g7R2j,g7R2j_e0v1yls8
10,Class11,2024-01-14 23:05:08,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_5Q4KoXthUuYz3bvrTDFm,340,3,b217bae3c84d59dde71f,female,18,J57489,g7R2j,g7R2j_j1g8gd3v
11,Class11,2024-01-14 23:02:59,Partially_Correct,2,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,348,400,b217bae3c84d59dde71f,female,18,J57489,g7R2j,g7R2j_e0v1yls8
12,Class11,2024-01-14 23:00:30,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_Cj9Ya2R7fZd6xs1q5mNQ,384,3,b217bae3c84d59dde71f,female,18,J57489,g7R2j,g7R2j_j1g8gd3v
13,Class11,2024-01-14 22:59:56,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_BXr9AIsPQhwNvyGdZL57,320,9,b217bae3c84d59dde71f,female,18,J57489,g7R2j,g7R2j_j1g8gd3v
14,Class11,2024-01-14 22:58:05,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_Cj9Ya2R7fZd6xs1q5mNQ,348,3,b217bae3c84d59dde71f,female,18,J57489,g7R2j,g7R2j_j1g8gd3v
