index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,sex,age,major,knowledge,sub_knowledge
0,Class5,1704205400.0,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_gj1NLb4Jn7URf9K2kQPd,184,2,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_l4z6od7y
1,Class5,1704205380.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,320,2,2d526c27123e59103e29,female,20,J57489,g7R2j,g7R2j_e0v1yls8
2,Class5,1704205354.0,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_5Q4KoXthUuYz3bvrTDFm,184,2,2d526c27123e59103e29,female,20,J57489,g7R2j,g7R2j_j1g8gd3v
3,Class5,1704205331.0,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_5Q4KoXthUuYz3bvrTDFm,312,3,2d526c27123e59103e29,female,20,J57489,g7R2j,g7R2j_e0v1yls8
4,Class5,1704198285.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,184,2,488fc49e8fccd665c3e2,male,20,J57489,g7R2j,g7R2j_e0v1yls8
5,Class5,1704198128.0,Error4,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,8636,8,488fc49e8fccd665c3e2,male,20,J57489,g7R2j,g7R2j_e0v1yls8
6,Class5,1704198050.0,Error4,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,8516,8,488fc49e8fccd665c3e2,male,20,J57489,g7R2j,g7R2j_e0v1yls8
7,Class5,1704197792.0,Error4,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,8508,8,488fc49e8fccd665c3e2,male,20,J57489,g7R2j,g7R2j_e0v1yls8
8,Class5,1704197769.0,Error4,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,8520,9,488fc49e8fccd665c3e2,male,20,J57489,g7R2j,g7R2j_e0v1yls8
9,Class5,1704197747.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,0,3,488fc49e8fccd665c3e2,male,20,J57489,g7R2j,g7R2j_e0v1yls8
10,Class5,1704197725.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,0,5,488fc49e8fccd665c3e2,male,20,J57489,g7R2j,g7R2j_e0v1yls8
11,Class5,1704197707.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,0,5,488fc49e8fccd665c3e2,male,20,J57489,g7R2j,g7R2j_e0v1yls8
12,Class5,1704196857.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,320,2,488fc49e8fccd665c3e2,male,20,J57489,g7R2j,g7R2j_e0v1yls8
13,Class5,1704196837.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,184,2,488fc49e8fccd665c3e2,male,20,J57489,g7R2j,g7R2j_e0v1yls8
14,Class5,1704196772.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,320,2,488fc49e8fccd665c3e2,male,20,J57489,g7R2j,g7R2j_e0v1yls8
15,Class5,1704196675.0,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_5Q4KoXthUuYz3bvrTDFm,456,4,488fc49e8fccd665c3e2,male,20,J57489,g7R2j,g7R2j_e0v1yls8
16,Class5,1704196448.0,Absolutely_Error,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_m8vwGkEZc3TSW2xqYUoR,448,4,488fc49e8fccd665c3e2,male,20,J57489,g7R2j,g7R2j_e0v1yls8
17,Class5,1704093138.0,Absolutely_Error,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,332,2,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_j0v1yls8
18,Class5,1704093124.0,Error2,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,328,2,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_j0v1yls8
19,Class5,1704093070.0,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,0,1,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_j0v1yls8
20,Class5,1704093045.0,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_j0v1yls8
21,Class5,1704092996.0,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,328,2,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_j0v1yls8
22,Class5,1704092827.0,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,340,2,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_j0v1yls8
23,Class5,1704092721.0,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,324,2,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_j0v1yls8
24,Class5,1704092688.0,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,2,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_j0v1yls8
25,Class5,1704092549.0,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,320,2,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_j0v1yls8
26,Class5,1704092500.0,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,460,4,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_j0v1yls8
27,Class5,1704092471.0,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,0,1,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_j0v1yls8
28,Class5,1704092412.0,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,0,1,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_j0v1yls8
29,Class5,1704092372.0,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,0,2,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_j0v1yls8
30,Class5,1704092274.0,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,456,3,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_j0v1yls8
31,Class5,1704092128.0,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,328,2,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_j0v1yls8
32,Class5,1704092114.0,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,440,3,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_j0v1yls8
33,Class5,1704092038.0,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,436,4,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_j0v1yls8
34,Class5,1704091584.0,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,456,2,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_j0v1yls8
35,Class5,1704091560.0,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,456,3,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_j0v1yls8
36,Class5,1704091552.0,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,452,2,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_j0v1yls8
37,Class5,1704091539.0,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,448,3,2d526c27123e59103e29,female,20,J57489,b3C9s,b3C9s_j0v1yls8
38,Class5,1704079821.0,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,192,2,be032ee60c336e4701e0,male,22,J23517,b3C9s,b3C9s_j0v1yls8
39,Class5,1704079805.0,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_Cj9Ya2R7fZd6xs1q5mNQ,348,2,be032ee60c336e4701e0,male,22,J23517,b3C9s,b3C9s_l4z6od7y
40,Class5,1704079790.0,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_gj1NLb4Jn7URf9K2kQPd,328,2,be032ee60c336e4701e0,male,22,J23517,b3C9s,b3C9s_l4z6od7y
41,Class5,1704079773.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,324,2,be032ee60c336e4701e0,male,22,J23517,g7R2j,g7R2j_e0v1yls8
42,Class5,1704079757.0,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_gj1NLb4Jn7URf9K2kQPd,312,3,be032ee60c336e4701e0,male,22,J23517,g7R2j,g7R2j_j1g8gd3v
43,Class5,1704079744.0,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_Cj9Ya2R7fZd6xs1q5mNQ,188,3,be032ee60c336e4701e0,male,22,J23517,g7R2j,g7R2j_e0v1yls8
44,Class5,1704079726.0,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,324,3,be032ee60c336e4701e0,male,22,J23517,g7R2j,g7R2j_e0v1yls8
45,Class5,1704079704.0,Absolutely_Correct,3,Question_EhVPdmlB31M8WKGqL0wc,Method_gj1NLb4Jn7URf9K2kQPd,480,2,be032ee60c336e4701e0,male,22,J23517,y9W5d,y9W5d_e2j7p95s
46,Class5,1704079632.0,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_BXr9AIsPQhwNvyGdZL57,348,3,be032ee60c336e4701e0,male,22,J23517,g7R2j,g7R2j_e0v1yls8
46,Class5,1704079632.0,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_BXr9AIsPQhwNvyGdZL57,348,3,be032ee60c336e4701e0,male,22,J23517,m3D1v,m3D1v_r1d7fr3l
47,Class5,1704032385.0,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_gj1NLb4Jn7URf9K2kQPd,312,3,19793e7e55b68c8dd776,female,22,J87654,g7R2j,g7R2j_j1g8gd3v
48,Class5,1704030434.0,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_Cj9Ya2R7fZd6xs1q5mNQ,196,2,fe752a6d1aa3d710d738,male,21,J40192,b3C9s,b3C9s_l4z6od7y
49,Class5,1704030249.0,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_m8vwGkEZc3TSW2xqYUoR,192,2,fe752a6d1aa3d710d738,male,21,J40192,b3C9s,b3C9s_l4z6od7y
50,Class5,1704029981.0,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_Cj9Ya2R7fZd6xs1q5mNQ,200,2,fe752a6d1aa3d710d738,male,21,J40192,g7R2j,g7R2j_j1g8gd3v
51,Class5,1703995768.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,192,2,912794ea0c6936c83ce2,male,24,J57489,g7R2j,g7R2j_e0v1yls8
52,Class5,1703995631.0,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_m8vwGkEZc3TSW2xqYUoR,320,2,912794ea0c6936c83ce2,male,24,J57489,b3C9s,b3C9s_l4z6od7y
53,Class5,1703995598.0,Absolutely_Error,0,Question_bumGRTJ0c8p4v5D6eHZa,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,2,912794ea0c6936c83ce2,male,24,J57489,b3C9s,b3C9s_l4z6od7y
54,Class5,1703995574.0,Absolutely_Error,0,Question_bumGRTJ0c8p4v5D6eHZa,Method_5Q4KoXthUuYz3bvrTDFm,348,3,912794ea0c6936c83ce2,male,24,J57489,b3C9s,b3C9s_l4z6od7y
55,Class5,1703981575.0,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_Cj9Ya2R7fZd6xs1q5mNQ,684,3,19793e7e55b68c8dd776,female,22,J87654,g7R2j,g7R2j_j1g8gd3v
56,Class5,1703981505.0,Error1,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,5,19793e7e55b68c8dd776,female,22,J87654,g7R2j,g7R2j_j1g8gd3v
57,Class5,1703981434.0,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,312,3,19793e7e55b68c8dd776,female,22,J87654,g7R2j,g7R2j_e0v1yls8
58,Class5,1703951727.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,180,3,19793e7e55b68c8dd776,female,22,J87654,g7R2j,g7R2j_e0v1yls8
59,Class5,1703951468.0,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_Cj9Ya2R7fZd6xs1q5mNQ,336,4,19793e7e55b68c8dd776,female,22,J87654,b3C9s,b3C9s_l4z6od7y
60,Class5,1703951414.0,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,308,3,19793e7e55b68c8dd776,female,22,J87654,b3C9s,b3C9s_j0v1yls8
61,Class5,1703951377.0,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_5Q4KoXthUuYz3bvrTDFm,316,2,19793e7e55b68c8dd776,female,22,J87654,b3C9s,b3C9s_l4z6od7y
62,Class5,1703951226.0,Absolutely_Error,0,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,348,215,19793e7e55b68c8dd776,female,22,J87654,g7R2j,g7R2j_e0v1yls8
63,Class5,1703951104.0,Absolutely_Error,0,Question_bumGRTJ0c8p4v5D6eHZa,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,2,19793e7e55b68c8dd776,female,22,J87654,b3C9s,b3C9s_l4z6od7y
64,Class5,1703951050.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,184,2,19793e7e55b68c8dd776,female,22,J87654,g7R2j,g7R2j_e0v1yls8
65,Class5,1703950940.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,196,2,19793e7e55b68c8dd776,female,22,J87654,g7R2j,g7R2j_e0v1yls8
66,Class5,1703950914.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_gj1NLb4Jn7URf9K2kQPd,0,1,19793e7e55b68c8dd776,female,22,J87654,g7R2j,g7R2j_e0v1yls8
67,Class5,1703950894.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_gj1NLb4Jn7URf9K2kQPd,0,3,19793e7e55b68c8dd776,female,22,J87654,g7R2j,g7R2j_e0v1yls8
68,Class5,1703950848.0,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_BXr9AIsPQhwNvyGdZL57,340,3,17e429460d5fda251953,male,21,J23517,y9W5d,y9W5d_c0w4mj5h
68,Class5,1703950848.0,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_BXr9AIsPQhwNvyGdZL57,340,3,17e429460d5fda251953,male,21,J23517,k4W1c,k4W1c_h5r6nux7
69,Class5,1703950793.0,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_m8vwGkEZc3TSW2xqYUoR,320,3,19793e7e55b68c8dd776,female,22,J87654,g7R2j,g7R2j_j1g8gd3v
70,Class5,1703950699.0,Partially_Correct,1,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,312,2,19793e7e55b68c8dd776,female,22,J87654,g7R2j,g7R2j_e0v1yls8
71,Class5,1703950648.0,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,5,19793e7e55b68c8dd776,female,22,J87654,g7R2j,g7R2j_e0v1yls8
72,Class5,1703950605.0,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,0,4,19793e7e55b68c8dd776,female,22,J87654,g7R2j,g7R2j_e0v1yls8
73,Class5,1703950529.0,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_gj1NLb4Jn7URf9K2kQPd,352,3,19793e7e55b68c8dd776,female,22,J87654,g7R2j,g7R2j_e0v1yls8
