index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,sex,age,major,knowledge,sub_knowledge
0,Class6,2024-12-31 21:34:01,Absolutely_Correct,3,Question_Mh4CZIsrEfxkP1wXtOYV,Method_m8vwGkEZc3TSW2xqYUoR,356,4,05e1c3ce1728da7e37e0,female,19,J40192,y9W5d,y9W5d_c0w4mj5h
1,Class6,2024-12-31 21:33:37,Error1,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_gj1NLb4Jn7URf9K2kQPd,0,5,05e1c3ce1728da7e37e0,female,19,J40192,y9W5d,y9W5d_c0w4mj5h
2,Class6,2024-12-31 21:32:34,Error1,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_5Q4KoXthUuYz3bvrTDFm,0,1,05e1c3ce1728da7e37e0,female,19,J40192,y9W5d,y9W5d_c0w4mj5h
3,Class6,2024-12-31 21:31:15,Error1,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_m8vwGkEZc3TSW2xqYUoR,0,4,05e1c3ce1728da7e37e0,female,19,J40192,y9W5d,y9W5d_c0w4mj5h
4,Class6,2024-12-31 21:27:17,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_gj1NLb4Jn7URf9K2kQPd,312,3,05e1c3ce1728da7e37e0,female,19,J40192,y9W5d,y9W5d_c0w4mj5h
4,Class6,2024-12-31 21:27:17,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_gj1NLb4Jn7URf9K2kQPd,312,3,05e1c3ce1728da7e37e0,female,19,J40192,k4W1c,k4W1c_h5r6nux7
5,Class6,2024-12-31 21:25:21,Error1,0,Question_lU2wvHSZq7m43xiVroBc,Method_m8vwGkEZc3TSW2xqYUoR,0,2,05e1c3ce1728da7e37e0,female,19,J40192,y9W5d,y9W5d_c0w4mj5h
5,Class6,2024-12-31 21:25:21,Error1,0,Question_lU2wvHSZq7m43xiVroBc,Method_m8vwGkEZc3TSW2xqYUoR,0,2,05e1c3ce1728da7e37e0,female,19,J40192,k4W1c,k4W1c_h5r6nux7
6,Class6,2024-12-31 21:23:36,Error1,0,Question_lU2wvHSZq7m43xiVroBc,Method_gj1NLb4Jn7URf9K2kQPd,0,3,05e1c3ce1728da7e37e0,female,19,J40192,y9W5d,y9W5d_c0w4mj5h
6,Class6,2024-12-31 21:23:36,Error1,0,Question_lU2wvHSZq7m43xiVroBc,Method_gj1NLb4Jn7URf9K2kQPd,0,3,05e1c3ce1728da7e37e0,female,19,J40192,k4W1c,k4W1c_h5r6nux7
7,Class6,2024-12-31 21:21:35,Error1,0,Question_lU2wvHSZq7m43xiVroBc,Method_5Q4KoXthUuYz3bvrTDFm,0,5,05e1c3ce1728da7e37e0,female,19,J40192,y9W5d,y9W5d_c0w4mj5h
7,Class6,2024-12-31 21:21:35,Error1,0,Question_lU2wvHSZq7m43xiVroBc,Method_5Q4KoXthUuYz3bvrTDFm,0,5,05e1c3ce1728da7e37e0,female,19,J40192,k4W1c,k4W1c_h5r6nux7
8,Class6,2024-12-31 21:13:52,Error5,0,Question_Ej5mBw9rsOUKkFycGvz2,Method_BXr9AIsPQhwNvyGdZL57,476,--,05e1c3ce1728da7e37e0,female,19,J40192,y9W5d,y9W5d_c0w4mj5h
9,Class6,2024-12-31 21:11:28,Error5,0,Question_Ej5mBw9rsOUKkFycGvz2,Method_5Q4KoXthUuYz3bvrTDFm,316,--,05e1c3ce1728da7e37e0,female,19,J40192,y9W5d,y9W5d_c0w4mj5h
10,Class6,2024-12-31 21:11:21,Error5,0,Question_Ej5mBw9rsOUKkFycGvz2,Method_Cj9Ya2R7fZd6xs1q5mNQ,316,--,05e1c3ce1728da7e37e0,female,19,J40192,y9W5d,y9W5d_c0w4mj5h
11,Class6,2024-12-31 21:01:29,Absolutely_Correct,3,Question_pVKXjZn0BkSwYcsa7C31,Method_Cj9Ya2R7fZd6xs1q5mNQ,308,4,05e1c3ce1728da7e37e0,female,19,J40192,y9W5d,y9W5d_c0w4mj5h
11,Class6,2024-12-31 21:01:29,Absolutely_Correct,3,Question_pVKXjZn0BkSwYcsa7C31,Method_Cj9Ya2R7fZd6xs1q5mNQ,308,4,05e1c3ce1728da7e37e0,female,19,J40192,m3D1v,m3D1v_r1d7fr3l
12,Class6,2024-12-31 20:56:51,Absolutely_Correct,3,Question_QRm48lXxzdP7Tn1WgNOf,Method_m8vwGkEZc3TSW2xqYUoR,308,4,05e1c3ce1728da7e37e0,female,19,J40192,y9W5d,y9W5d_c0w4mj5h
12,Class6,2024-12-31 20:56:51,Absolutely_Correct,3,Question_QRm48lXxzdP7Tn1WgNOf,Method_m8vwGkEZc3TSW2xqYUoR,308,4,05e1c3ce1728da7e37e0,female,19,J40192,m3D1v,m3D1v_r1d7fr3l
13,Class6,2024-12-31 20:56:25,Error1,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_m8vwGkEZc3TSW2xqYUoR,0,4,05e1c3ce1728da7e37e0,female,19,J40192,y9W5d,y9W5d_c0w4mj5h
13,Class6,2024-12-31 20:56:25,Error1,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_m8vwGkEZc3TSW2xqYUoR,0,4,05e1c3ce1728da7e37e0,female,19,J40192,m3D1v,m3D1v_r1d7fr3l
14,Class6,2024-12-31 20:55:40,Error1,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,1,05e1c3ce1728da7e37e0,female,19,J40192,y9W5d,y9W5d_c0w4mj5h
14,Class6,2024-12-31 20:55:40,Error1,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,1,05e1c3ce1728da7e37e0,female,19,J40192,m3D1v,m3D1v_r1d7fr3l
15,Class6,2024-12-31 20:55:13,Error1,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,5,05e1c3ce1728da7e37e0,female,19,J40192,y9W5d,y9W5d_c0w4mj5h
15,Class6,2024-12-31 20:55:13,Error1,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,5,05e1c3ce1728da7e37e0,female,19,J40192,m3D1v,m3D1v_r1d7fr3l
16,Class6,2024-12-31 20:54:06,Error1,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,1,05e1c3ce1728da7e37e0,female,19,J40192,y9W5d,y9W5d_c0w4mj5h
16,Class6,2024-12-31 20:54:06,Error1,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,1,05e1c3ce1728da7e37e0,female,19,J40192,m3D1v,m3D1v_r1d7fr3l
17,Class6,2024-12-31 20:53:33,Error1,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_BXr9AIsPQhwNvyGdZL57,0,1,05e1c3ce1728da7e37e0,female,19,J40192,y9W5d,y9W5d_c0w4mj5h
17,Class6,2024-12-31 20:53:33,Error1,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_BXr9AIsPQhwNvyGdZL57,0,1,05e1c3ce1728da7e37e0,female,19,J40192,m3D1v,m3D1v_r1d7fr3l
18,Class6,2024-12-31 20:52:04,Absolutely_Error,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_5Q4KoXthUuYz3bvrTDFm,364,4,05e1c3ce1728da7e37e0,female,19,J40192,y9W5d,y9W5d_c0w4mj5h
18,Class6,2024-12-31 20:52:04,Absolutely_Error,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_5Q4KoXthUuYz3bvrTDFm,364,4,05e1c3ce1728da7e37e0,female,19,J40192,m3D1v,m3D1v_r1d7fr3l
19,Class6,2024-12-31 20:49:43,Absolutely_Error,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,3,05e1c3ce1728da7e37e0,female,19,J40192,y9W5d,y9W5d_c0w4mj5h
19,Class6,2024-12-31 20:49:43,Absolutely_Error,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,3,05e1c3ce1728da7e37e0,female,19,J40192,m3D1v,m3D1v_r1d7fr3l
20,Class6,2024-12-31 20:49:23,Absolutely_Error,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_gj1NLb4Jn7URf9K2kQPd,348,3,05e1c3ce1728da7e37e0,female,19,J40192,y9W5d,y9W5d_c0w4mj5h
20,Class6,2024-12-31 20:49:23,Absolutely_Error,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_gj1NLb4Jn7URf9K2kQPd,348,3,05e1c3ce1728da7e37e0,female,19,J40192,m3D1v,m3D1v_r1d7fr3l
21,Class6,2024-12-31 20:42:53,Absolutely_Correct,3,Question_Jr4Wz5jLqmN01KUwHa7g,Method_Cj9Ya2R7fZd6xs1q5mNQ,208,3,05e1c3ce1728da7e37e0,female,19,J40192,m3D1v,m3D1v_t0v5ts9h
