index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,sex,age,major,knowledge,sub_knowledge
0,Class13,2024-01-25 12:58:46,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,196,2,6837091518a3524730fb,male,24,J87654,g7R2j,g7R2j_e0v1yls8
1,Class13,2024-01-23 21:29:01,Absolutely_Correct,2,Question_3oPyUzDmQtcMfLpGZ0jW,Method_5Q4KoXthUuYz3bvrTDFm,344,2,b050239b47c66a7280c9,female,20,J57489,t5V9e,t5V9e_e1k6cixp
2,Class13,2024-01-22 13:54:17,Absolutely_Correct,1,Question_VgKw8PjY1FR6cm2QI9XW,Method_Cj9Ya2R7fZd6xs1q5mNQ,308,2,bc7286901f708e9069eb,male,19,J40192,r8S3g,r8S3g_l0p5viby
3,Class13,2024-01-22 13:53:40,Error2,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_5Q4KoXthUuYz3bvrTDFm,204,2,bc7286901f708e9069eb,male,19,J40192,r8S3g,r8S3g_l0p5viby
4,Class13,2024-01-22 13:50:48,Error1,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_gj1NLb4Jn7URf9K2kQPd,0,4,bc7286901f708e9069eb,male,19,J40192,r8S3g,r8S3g_l0p5viby
5,Class13,2024-01-21 21:36:10,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_5Q4KoXthUuYz3bvrTDFm,316,3,b050239b47c66a7280c9,female,20,J57489,m3D1v,m3D1v_r1d7fr3l
6,Class13,2024-01-21 21:34:33,Absolutely_Correct,3,Question_6RQj2gF3OeK5AmDvThUV,Method_5Q4KoXthUuYz3bvrTDFm,352,2,b050239b47c66a7280c9,female,20,J57489,m3D1v,m3D1v_r1d7fr3l
7,Class13,2024-01-21 21:32:57,Absolutely_Correct,3,Question_h7pXNg80nJbw1C4kAPRm,Method_BXr9AIsPQhwNvyGdZL57,312,3,b050239b47c66a7280c9,female,20,J57489,m3D1v,m3D1v_r1d7fr3l
8,Class13,2024-01-21 21:32:06,Absolutely_Error,0,Question_h7pXNg80nJbw1C4kAPRm,Method_gj1NLb4Jn7URf9K2kQPd,356,3,b050239b47c66a7280c9,female,20,J57489,m3D1v,m3D1v_r1d7fr3l
9,Class13,2024-01-21 21:31:13,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_m8vwGkEZc3TSW2xqYUoR,324,2,b050239b47c66a7280c9,female,20,J57489,t5V9e,t5V9e_e1k6cixp
