index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,sex,age,major,knowledge,sub_knowledge
0,Class14,1704038158.0,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_m8vwGkEZc3TSW2xqYUoR,320,4,2b935bfe06ef02369807,female,18,J23517,g7R2j,g7R2j_e0v1yls8
1,Class14,1704038128.0,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,5,2b935bfe06ef02369807,female,18,J23517,g7R2j,g7R2j_e0v1yls8
2,Class14,1704038068.0,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,2b935bfe06ef02369807,female,18,J23517,g7R2j,g7R2j_e0v1yls8
3,Class14,1704038024.0,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_m8vwGkEZc3TSW2xqYUoR,0,1,2b935bfe06ef02369807,female,18,J23517,g7R2j,g7R2j_e0v1yls8
4,Class14,1704036907.0,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_5Q4KoXthUuYz3bvrTDFm,356,3,2b935bfe06ef02369807,female,18,J23517,y9W5d,y9W5d_c0w4mj5h
4,Class14,1704036907.0,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_5Q4KoXthUuYz3bvrTDFm,356,3,2b935bfe06ef02369807,female,18,J23517,s8Y2f,s8Y2f_v4x8by9j
5,Class14,1704036811.0,Absolutely_Correct,3,Question_62XbhBvJ8NUSnApgDL94,Method_BXr9AIsPQhwNvyGdZL57,328,3,2b935bfe06ef02369807,female,18,J23517,y9W5d,y9W5d_c0w4mj5h
6,Class14,1704034538.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_gj1NLb4Jn7URf9K2kQPd,324,3,71d0a8156e59c4dcedfd,male,19,J78901,g7R2j,g7R2j_e0v1yls8
7,Class14,1704034512.0,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_5Q4KoXthUuYz3bvrTDFm,320,3,71d0a8156e59c4dcedfd,male,19,J78901,g7R2j,g7R2j_j1g8gd3v
8,Class14,1704034481.0,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_BXr9AIsPQhwNvyGdZL57,332,3,71d0a8156e59c4dcedfd,male,19,J78901,g7R2j,g7R2j_e0v1yls8
9,Class14,1704033143.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,356,4,6106e5232ac32bc22d1d,female,18,J87654,g7R2j,g7R2j_e0v1yls8
10,Class14,1704033121.0,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,312,3,6106e5232ac32bc22d1d,female,18,J87654,g7R2j,g7R2j_e0v1yls8
11,Class14,1704030066.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,332,4,6106e5232ac32bc22d1d,female,18,J87654,g7R2j,g7R2j_e0v1yls8
12,Class14,1704029960.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,320,4,6106e5232ac32bc22d1d,female,18,J87654,g7R2j,g7R2j_e0v1yls8
13,Class14,1704029817.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,348,3,6106e5232ac32bc22d1d,female,18,J87654,g7R2j,g7R2j_e0v1yls8
14,Class14,1704029123.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,0,2,6106e5232ac32bc22d1d,female,18,J87654,g7R2j,g7R2j_e0v1yls8
15,Class14,1704029108.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,2,6106e5232ac32bc22d1d,female,18,J87654,g7R2j,g7R2j_e0v1yls8
16,Class14,1704028565.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,0,3,6106e5232ac32bc22d1d,female,18,J87654,g7R2j,g7R2j_e0v1yls8
17,Class14,1704028431.0,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,480,4,6106e5232ac32bc22d1d,female,18,J87654,g7R2j,g7R2j_e0v1yls8
18,Class14,1704028407.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,0,3,6106e5232ac32bc22d1d,female,18,J87654,g7R2j,g7R2j_e0v1yls8
19,Class14,1704027933.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_gj1NLb4Jn7URf9K2kQPd,0,3,6106e5232ac32bc22d1d,female,18,J87654,g7R2j,g7R2j_e0v1yls8
20,Class14,1704025585.0,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_5Q4KoXthUuYz3bvrTDFm,328,3,2b935bfe06ef02369807,female,18,J23517,y9W5d,y9W5d_c0w4mj5h
20,Class14,1704025585.0,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_5Q4KoXthUuYz3bvrTDFm,328,3,2b935bfe06ef02369807,female,18,J23517,k4W1c,k4W1c_h5r6nux7
21,Class14,1704025423.0,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_gj1NLb4Jn7URf9K2kQPd,336,3,eb4493aa138e8edc3f6d,male,20,J57489,g7R2j,g7R2j_e0v1yls8
22,Class14,1704025397.0,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,eb4493aa138e8edc3f6d,male,20,J57489,g7R2j,g7R2j_e0v1yls8
23,Class14,1704025380.0,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_gj1NLb4Jn7URf9K2kQPd,0,5,eb4493aa138e8edc3f6d,male,20,J57489,g7R2j,g7R2j_e0v1yls8
24,Class14,1704025357.0,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_5Q4KoXthUuYz3bvrTDFm,0,3,eb4493aa138e8edc3f6d,male,20,J57489,g7R2j,g7R2j_e0v1yls8
25,Class14,1704025178.0,Absolutely_Correct,3,Question_NixCn84GdK2tySa5rB1V,Method_5Q4KoXthUuYz3bvrTDFm,352,3,5d2379fb72082166dee3,male,19,J40192,m3D1v,m3D1v_r1d7fr3l
26,Class14,1704025021.0,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_Cj9Ya2R7fZd6xs1q5mNQ,300,3,5d2379fb72082166dee3,male,19,J40192,g7R2j,g7R2j_j1g8gd3v
27,Class14,1704024996.0,Error1,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_m8vwGkEZc3TSW2xqYUoR,0,5,5d2379fb72082166dee3,male,19,J40192,g7R2j,g7R2j_j1g8gd3v
28,Class14,1704024920.0,Error1,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_BXr9AIsPQhwNvyGdZL57,0,4,5d2379fb72082166dee3,male,19,J40192,g7R2j,g7R2j_j1g8gd3v
29,Class14,1704024909.0,Error1,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_BXr9AIsPQhwNvyGdZL57,0,4,5d2379fb72082166dee3,male,19,J40192,g7R2j,g7R2j_j1g8gd3v
30,Class14,1704024849.0,Absolutely_Correct,3,Question_UXqN1F7G3Sbldz02vZne,Method_BXr9AIsPQhwNvyGdZL57,344,6,5d2379fb72082166dee3,male,19,J40192,y9W5d,y9W5d_c0w4mj5h
31,Class14,1704024725.0,Partially_Correct,1,Question_UXqN1F7G3Sbldz02vZne,Method_5Q4KoXthUuYz3bvrTDFm,444,5,5d2379fb72082166dee3,male,19,J40192,y9W5d,y9W5d_c0w4mj5h
32,Class14,1704023338.0,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,0,5,71d0a8156e59c4dcedfd,male,19,J78901,r8S3g,r8S3g_n0m9rsw4
32,Class14,1704023338.0,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,0,5,71d0a8156e59c4dcedfd,male,19,J78901,r8S3g,r8S3g_l0p5viby
33,Class14,1704023220.0,Absolutely_Error,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_BXr9AIsPQhwNvyGdZL57,392,4,71d0a8156e59c4dcedfd,male,19,J78901,y9W5d,y9W5d_c0w4mj5h
34,Class14,1704023160.0,Error2,0,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_m8vwGkEZc3TSW2xqYUoR,320,3,71d0a8156e59c4dcedfd,male,19,J78901,m3D1v,m3D1v_v3d9is1x
35,Class14,1704023136.0,Error2,0,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_m8vwGkEZc3TSW2xqYUoR,356,3,71d0a8156e59c4dcedfd,male,19,J78901,m3D1v,m3D1v_v3d9is1x
36,Class14,1704022653.0,Error1,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_BXr9AIsPQhwNvyGdZL57,0,4,71d0a8156e59c4dcedfd,male,19,J78901,m3D1v,m3D1v_r1d7fr3l
37,Class14,1704022606.0,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,3,71d0a8156e59c4dcedfd,male,19,J78901,g7R2j,g7R2j_j1g8gd3v
38,Class14,1704022566.0,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,2,71d0a8156e59c4dcedfd,male,19,J78901,g7R2j,g7R2j_e0v1yls8
39,Class14,1704022500.0,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_5Q4KoXthUuYz3bvrTDFm,328,4,71d0a8156e59c4dcedfd,male,19,J78901,r8S3g,r8S3g_n0m9rsw4
40,Class14,1704022472.0,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,1,71d0a8156e59c4dcedfd,male,19,J78901,r8S3g,r8S3g_n0m9rsw4
40,Class14,1704022472.0,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,1,71d0a8156e59c4dcedfd,male,19,J78901,r8S3g,r8S3g_l0p5viby
41,Class14,1704006921.0,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_5Q4KoXthUuYz3bvrTDFm,352,4,2e40c1b07d32d3b80862,female,24,J57489,g7R2j,g7R2j_e0v1yls8
42,Class14,1704003171.0,Error1,0,Question_NixCn84GdK2tySa5rB1V,Method_m8vwGkEZc3TSW2xqYUoR,0,4,5d2379fb72082166dee3,male,19,J40192,m3D1v,m3D1v_r1d7fr3l
43,Class14,1704003162.0,Error1,0,Question_NixCn84GdK2tySa5rB1V,Method_gj1NLb4Jn7URf9K2kQPd,0,4,5d2379fb72082166dee3,male,19,J40192,m3D1v,m3D1v_r1d7fr3l
44,Class14,1704002959.0,Partially_Correct,1,Question_NixCn84GdK2tySa5rB1V,Method_BXr9AIsPQhwNvyGdZL57,348,4,5d2379fb72082166dee3,male,19,J40192,m3D1v,m3D1v_r1d7fr3l
45,Class14,1704002896.0,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_Cj9Ya2R7fZd6xs1q5mNQ,348,5,5d2379fb72082166dee3,male,19,J40192,t5V9e,t5V9e_e1k6cixp
46,Class14,1704002851.0,Absolutely_Error,0,Question_NixCn84GdK2tySa5rB1V,Method_5Q4KoXthUuYz3bvrTDFm,356,4,5d2379fb72082166dee3,male,19,J40192,m3D1v,m3D1v_r1d7fr3l
47,Class14,1704002807.0,Absolutely_Error,0,Question_NixCn84GdK2tySa5rB1V,Method_BXr9AIsPQhwNvyGdZL57,348,3,5d2379fb72082166dee3,male,19,J40192,m3D1v,m3D1v_r1d7fr3l
48,Class14,1704002769.0,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,384,6,5d2379fb72082166dee3,male,19,J40192,b3C9s,b3C9s_j0v1yls8
49,Class14,1704002736.0,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_m8vwGkEZc3TSW2xqYUoR,336,3,5d2379fb72082166dee3,male,19,J40192,b3C9s,b3C9s_l4z6od7y
50,Class14,1704002664.0,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_m8vwGkEZc3TSW2xqYUoR,356,3,5d2379fb72082166dee3,male,19,J40192,b3C9s,b3C9s_l4z6od7y
51,Class14,1704002580.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,360,4,5d2379fb72082166dee3,male,19,J40192,g7R2j,g7R2j_e0v1yls8
52,Class14,1704002426.0,Error1,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,5d2379fb72082166dee3,male,19,J40192,g7R2j,g7R2j_j1g8gd3v
53,Class14,1704002257.0,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_BXr9AIsPQhwNvyGdZL57,700,4,5d2379fb72082166dee3,male,19,J40192,g7R2j,g7R2j_j1g8gd3v
54,Class14,1704002147.0,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_BXr9AIsPQhwNvyGdZL57,464,4,5d2379fb72082166dee3,male,19,J40192,g7R2j,g7R2j_e0v1yls8
55,Class14,1704002090.0,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,484,4,5d2379fb72082166dee3,male,19,J40192,g7R2j,g7R2j_e0v1yls8
56,Class14,1704002042.0,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_gj1NLb4Jn7URf9K2kQPd,424,5,5d2379fb72082166dee3,male,19,J40192,g7R2j,g7R2j_e0v1yls8
56,Class14,1704002042.0,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_gj1NLb4Jn7URf9K2kQPd,424,5,5d2379fb72082166dee3,male,19,J40192,m3D1v,m3D1v_r1d7fr3l
57,Class14,1704001999.0,Absolutely_Correct,3,Question_EhVPdmlB31M8WKGqL0wc,Method_Cj9Ya2R7fZd6xs1q5mNQ,364,4,5d2379fb72082166dee3,male,19,J40192,y9W5d,y9W5d_e2j7p95s
58,Class14,1704001912.0,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_m8vwGkEZc3TSW2xqYUoR,424,4,5d2379fb72082166dee3,male,19,J40192,y9W5d,y9W5d_p8g6dgtv
59,Class14,1704001599.0,Partially_Correct,1,Question_Az73sM0rHfWVKuc4X2kL,Method_m8vwGkEZc3TSW2xqYUoR,336,2,5d2379fb72082166dee3,male,19,J40192,y9W5d,y9W5d_p8g6dgtv
60,Class14,1704001504.0,Absolutely_Error,0,Question_Az73sM0rHfWVKuc4X2kL,Method_5Q4KoXthUuYz3bvrTDFm,420,5,5d2379fb72082166dee3,male,19,J40192,y9W5d,y9W5d_p8g6dgtv
61,Class14,1703999774.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,204,2,57f84519c468df122d69,male,22,J78901,g7R2j,g7R2j_e0v1yls8
62,Class14,1703998176.0,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_Cj9Ya2R7fZd6xs1q5mNQ,344,4,2b935bfe06ef02369807,female,18,J23517,g7R2j,g7R2j_j1g8gd3v
63,Class14,1703997980.0,Absolutely_Correct,3,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_m8vwGkEZc3TSW2xqYUoR,332,3,2b935bfe06ef02369807,female,18,J23517,y9W5d,y9W5d_p8g6dgtv
64,Class14,1703997813.0,Absolutely_Error,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,352,4,64d65eddd629b80922f1,male,21,J57489,b3C9s,b3C9s_j0v1yls8
65,Class14,1703997777.0,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_gj1NLb4Jn7URf9K2kQPd,204,3,64d65eddd629b80922f1,male,21,J57489,b3C9s,b3C9s_l4z6od7y
66,Class14,1703997746.0,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_BXr9AIsPQhwNvyGdZL57,348,2,64d65eddd629b80922f1,male,21,J57489,b3C9s,b3C9s_l4z6od7y
67,Class14,1703997726.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,320,3,64d65eddd629b80922f1,male,21,J57489,g7R2j,g7R2j_e0v1yls8
68,Class14,1703997710.0,Error1,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_gj1NLb4Jn7URf9K2kQPd,0,5,64d65eddd629b80922f1,male,21,J57489,g7R2j,g7R2j_j1g8gd3v
69,Class14,1703997697.0,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_Cj9Ya2R7fZd6xs1q5mNQ,368,4,64d65eddd629b80922f1,male,21,J57489,g7R2j,g7R2j_e0v1yls8
70,Class14,1703997664.0,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,0,5,64d65eddd629b80922f1,male,21,J57489,g7R2j,g7R2j_e0v1yls8
71,Class14,1703997652.0,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_Cj9Ya2R7fZd6xs1q5mNQ,352,3,64d65eddd629b80922f1,male,21,J57489,g7R2j,g7R2j_e0v1yls8
71,Class14,1703997652.0,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_Cj9Ya2R7fZd6xs1q5mNQ,352,3,64d65eddd629b80922f1,male,21,J57489,m3D1v,m3D1v_r1d7fr3l
72,Class14,1703997643.0,Absolutely_Correct,3,Question_EhVPdmlB31M8WKGqL0wc,Method_Cj9Ya2R7fZd6xs1q5mNQ,344,3,64d65eddd629b80922f1,male,21,J57489,y9W5d,y9W5d_e2j7p95s
