index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,sex,age,major,knowledge,sub_knowledge
0,Class10,2024-12-21 12:29:35,Absolutely_Correct,3,Question_Ej5mBw9rsOUKkFycGvz2,Method_gj1NLb4Jn7URf9K2kQPd,200,3,119b36a5797d5ce69625,male,19,J23517,y9W5d,y9W5d_c0w4mj5h
1,Class10,2024-12-19 21:17:13,Absolutely_Correct,3,Question_pVKXjZn0BkSwYcsa7C31,Method_m8vwGkEZc3TSW2xqYUoR,332,3,119b36a5797d5ce69625,male,19,J23517,y9W5d,y9W5d_c0w4mj5h
1,Class10,2024-12-19 21:17:13,Absolutely_Correct,3,Question_pVKXjZn0BkSwYcsa7C31,Method_m8vwGkEZc3TSW2xqYUoR,332,3,119b36a5797d5ce69625,male,19,J23517,m3D1v,m3D1v_r1d7fr3l
2,Class10,2024-12-19 11:57:03,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_5Q4KoXthUuYz3bvrTDFm,332,3,ee07cc24589beb775d33,male,22,J78901,m3D1v,m3D1v_r1d7fr3l
3,Class10,2024-12-18 13:18:01,Absolutely_Correct,2,Question_tgOjrpZLw4RdVzQx85h6,Method_gj1NLb4Jn7URf9K2kQPd,372,4,44c7cf3881ae07f7fb3e,male,20,J40192,t5V9e,t5V9e_e1k6cixp
4,Class10,2024-12-18 13:10:59,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_Cj9Ya2R7fZd6xs1q5mNQ,200,10,44c7cf3881ae07f7fb3e,male,20,J40192,t5V9e,t5V9e_e1k6cixp
5,Class10,2024-12-18 13:10:37,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,376,5,44c7cf3881ae07f7fb3e,male,20,J40192,t5V9e,t5V9e_e1k6cixp
6,Class10,2024-12-18 13:10:03,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,4,44c7cf3881ae07f7fb3e,male,20,J40192,t5V9e,t5V9e_e1k6cixp
7,Class10,2024-12-18 13:09:40,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,196,5,44c7cf3881ae07f7fb3e,male,20,J40192,t5V9e,t5V9e_e1k6cixp
8,Class10,2024-12-18 13:07:46,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,324,6,44c7cf3881ae07f7fb3e,male,20,J40192,t5V9e,t5V9e_e1k6cixp
9,Class10,2024-12-18 13:03:14,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,320,7,44c7cf3881ae07f7fb3e,male,20,J40192,t5V9e,t5V9e_e1k6cixp
10,Class10,2024-12-18 12:57:30,Absolutely_Correct,2,Question_3oPyUzDmQtcMfLpGZ0jW,Method_gj1NLb4Jn7URf9K2kQPd,324,5,44c7cf3881ae07f7fb3e,male,20,J40192,t5V9e,t5V9e_e1k6cixp
11,Class10,2024-12-18 12:56:51,Absolutely_Error,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_m8vwGkEZc3TSW2xqYUoR,200,4,44c7cf3881ae07f7fb3e,male,20,J40192,t5V9e,t5V9e_e1k6cixp
12,Class10,2024-12-17 15:58:09,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_Cj9Ya2R7fZd6xs1q5mNQ,368,5,44c7cf3881ae07f7fb3e,male,20,J40192,r8S3g,r8S3g_n0m9rsw4
13,Class10,2024-12-17 15:57:46,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_5Q4KoXthUuYz3bvrTDFm,512,5,44c7cf3881ae07f7fb3e,male,20,J40192,r8S3g,r8S3g_n0m9rsw4
14,Class10,2024-12-17 15:57:39,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_BXr9AIsPQhwNvyGdZL57,200,5,44c7cf3881ae07f7fb3e,male,20,J40192,r8S3g,r8S3g_n0m9rsw4
15,Class10,2024-12-17 15:57:21,Absolutely_Error,0,Question_BW0ItEaymH3TkD6S15JF,Method_gj1NLb4Jn7URf9K2kQPd,352,6,44c7cf3881ae07f7fb3e,male,20,J40192,r8S3g,r8S3g_n0m9rsw4
16,Class10,2024-12-17 15:57:13,Absolutely_Error,0,Question_BW0ItEaymH3TkD6S15JF,Method_gj1NLb4Jn7URf9K2kQPd,220,9,44c7cf3881ae07f7fb3e,male,20,J40192,r8S3g,r8S3g_n0m9rsw4
17,Class10,2024-12-17 15:51:58,Absolutely_Correct,1,Question_fZrP3FJ4ebUogW9V7taS,Method_Cj9Ya2R7fZd6xs1q5mNQ,348,9,44c7cf3881ae07f7fb3e,male,20,J40192,r8S3g,r8S3g_n0m9rsw4
18,Class10,2024-12-17 15:45:20,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,512,5,44c7cf3881ae07f7fb3e,male,20,J40192,r8S3g,r8S3g_n0m9rsw4
18,Class10,2024-12-17 15:45:20,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,512,5,44c7cf3881ae07f7fb3e,male,20,J40192,r8S3g,r8S3g_l0p5viby
19,Class10,2024-12-17 15:38:57,Absolutely_Correct,1,Question_VgKw8PjY1FR6cm2QI9XW,Method_m8vwGkEZc3TSW2xqYUoR,200,5,44c7cf3881ae07f7fb3e,male,20,J40192,r8S3g,r8S3g_l0p5viby
20,Class10,2024-12-16 19:42:34,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,348,5,c681117f7f586fd730bb,female,19,J23517,b3C9s,b3C9s_j0v1yls8
21,Class10,2024-12-16 19:42:25,Error2,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,344,3,c681117f7f586fd730bb,female,19,J23517,b3C9s,b3C9s_j0v1yls8
22,Class10,2024-12-16 19:42:04,Error2,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,356,6,c681117f7f586fd730bb,female,19,J23517,b3C9s,b3C9s_j0v1yls8
23,Class10,2024-12-16 19:41:55,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,0,2,c681117f7f586fd730bb,female,19,J23517,b3C9s,b3C9s_j0v1yls8
24,Class10,2024-12-16 19:41:48,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,0,1,c681117f7f586fd730bb,female,19,J23517,b3C9s,b3C9s_j0v1yls8
25,Class10,2024-12-16 19:41:03,Absolutely_Error,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,472,4,c681117f7f586fd730bb,female,19,J23517,b3C9s,b3C9s_j0v1yls8
26,Class10,2024-12-16 19:38:02,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_gj1NLb4Jn7URf9K2kQPd,192,4,1cfe33c5b178a0c2367f,male,19,J23517,g7R2j,g7R2j_e0v1yls8
27,Class10,2024-12-16 19:27:04,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_Cj9Ya2R7fZd6xs1q5mNQ,476,4,c681117f7f586fd730bb,female,19,J23517,g7R2j,g7R2j_j1g8gd3v
28,Class10,2024-12-16 19:26:14,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_gj1NLb4Jn7URf9K2kQPd,340,3,c681117f7f586fd730bb,female,19,J23517,g7R2j,g7R2j_j1g8gd3v
29,Class10,2024-12-16 19:23:53,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,4,c681117f7f586fd730bb,female,19,J23517,g7R2j,g7R2j_j1g8gd3v
