index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,sex,age,major,knowledge,sub_knowledge
0,Class5,2024-01-02 22:23:20,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_gj1NLb4Jn7URf9K2kQPd,184,2,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_l4z6od7y
1,Class5,2024-01-02 22:23:00,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,320,2,2d526c27123e59103e29,male,22,J87654,g7R2j,g7R2j_e0v1yls8
2,Class5,2024-01-02 22:22:34,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_5Q4KoXthUuYz3bvrTDFm,184,2,2d526c27123e59103e29,male,22,J87654,g7R2j,g7R2j_j1g8gd3v
3,Class5,2024-01-02 22:22:11,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_5Q4KoXthUuYz3bvrTDFm,312,3,2d526c27123e59103e29,male,22,J87654,g7R2j,g7R2j_e0v1yls8
4,Class5,2024-01-02 20:24:45,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,184,2,488fc49e8fccd665c3e2,female,18,J40192,g7R2j,g7R2j_e0v1yls8
5,Class5,2024-01-02 20:22:08,Error4,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,8636,8,488fc49e8fccd665c3e2,female,18,J40192,g7R2j,g7R2j_e0v1yls8
6,Class5,2024-01-02 20:20:50,Error4,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,8516,8,488fc49e8fccd665c3e2,female,18,J40192,g7R2j,g7R2j_e0v1yls8
7,Class5,2024-01-02 20:16:32,Error4,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,8508,8,488fc49e8fccd665c3e2,female,18,J40192,g7R2j,g7R2j_e0v1yls8
8,Class5,2024-01-02 20:16:09,Error4,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,8520,9,488fc49e8fccd665c3e2,female,18,J40192,g7R2j,g7R2j_e0v1yls8
9,Class5,2024-01-02 20:15:47,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,0,3,488fc49e8fccd665c3e2,female,18,J40192,g7R2j,g7R2j_e0v1yls8
10,Class5,2024-01-02 20:15:25,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,0,5,488fc49e8fccd665c3e2,female,18,J40192,g7R2j,g7R2j_e0v1yls8
11,Class5,2024-01-02 20:15:07,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,0,5,488fc49e8fccd665c3e2,female,18,J40192,g7R2j,g7R2j_e0v1yls8
12,Class5,2024-01-02 20:00:57,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,320,2,488fc49e8fccd665c3e2,female,18,J40192,g7R2j,g7R2j_e0v1yls8
13,Class5,2024-01-02 20:00:37,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,184,2,488fc49e8fccd665c3e2,female,18,J40192,g7R2j,g7R2j_e0v1yls8
14,Class5,2024-01-02 19:59:32,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,320,2,488fc49e8fccd665c3e2,female,18,J40192,g7R2j,g7R2j_e0v1yls8
15,Class5,2024-01-02 19:57:55,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_5Q4KoXthUuYz3bvrTDFm,456,4,488fc49e8fccd665c3e2,female,18,J40192,g7R2j,g7R2j_e0v1yls8
16,Class5,2024-01-02 19:54:08,Absolutely_Error,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_m8vwGkEZc3TSW2xqYUoR,448,4,488fc49e8fccd665c3e2,female,18,J40192,g7R2j,g7R2j_e0v1yls8
17,Class5,2024-01-01 15:12:18,Absolutely_Error,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,332,2,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_j0v1yls8
18,Class5,2024-01-01 15:12:04,Error2,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,328,2,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_j0v1yls8
19,Class5,2024-01-01 15:11:10,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,0,1,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_j0v1yls8
20,Class5,2024-01-01 15:10:45,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_j0v1yls8
21,Class5,2024-01-01 15:09:56,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,328,2,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_j0v1yls8
22,Class5,2024-01-01 15:07:07,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,340,2,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_j0v1yls8
23,Class5,2024-01-01 15:05:21,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,324,2,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_j0v1yls8
24,Class5,2024-01-01 15:04:48,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,2,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_j0v1yls8
25,Class5,2024-01-01 15:02:29,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,320,2,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_j0v1yls8
26,Class5,2024-01-01 15:01:40,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,460,4,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_j0v1yls8
27,Class5,2024-01-01 15:01:11,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,0,1,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_j0v1yls8
28,Class5,2024-01-01 15:00:12,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,0,1,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_j0v1yls8
29,Class5,2024-01-01 14:59:32,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,0,2,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_j0v1yls8
30,Class5,2024-01-01 14:57:54,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,456,3,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_j0v1yls8
31,Class5,2024-01-01 14:55:28,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,328,2,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_j0v1yls8
32,Class5,2024-01-01 14:55:14,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,440,3,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_j0v1yls8
33,Class5,2024-01-01 14:53:58,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,436,4,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_j0v1yls8
34,Class5,2024-01-01 14:46:24,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,456,2,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_j0v1yls8
35,Class5,2024-01-01 14:46:00,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,456,3,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_j0v1yls8
36,Class5,2024-01-01 14:45:52,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,452,2,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_j0v1yls8
37,Class5,2024-01-01 14:45:39,Error4,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,448,3,2d526c27123e59103e29,male,22,J87654,b3C9s,b3C9s_j0v1yls8
38,Class5,2024-01-01 11:30:21,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,192,2,be032ee60c336e4701e0,female,23,J87654,b3C9s,b3C9s_j0v1yls8
39,Class5,2024-01-01 11:30:05,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_Cj9Ya2R7fZd6xs1q5mNQ,348,2,be032ee60c336e4701e0,female,23,J87654,b3C9s,b3C9s_l4z6od7y
