index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,sex,age,major,knowledge,sub_knowledge
0,Class12,2024-01-10 23:55:26,Absolutely_Correct,3,Question_62XbhBvJ8NUSnApgDL94,Method_m8vwGkEZc3TSW2xqYUoR,340,2,43d98a750c726bb39d11,male,19,J57489,y9W5d,y9W5d_c0w4mj5h
1,Class12,2024-01-10 23:06:04,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_m8vwGkEZc3TSW2xqYUoR,324,2,5d16326e4577a67d94c6,male,22,J40192,g7R2j,g7R2j_j1g8gd3v
2,Class12,2024-01-10 22:58:48,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,356,3,43d98a750c726bb39d11,male,19,J57489,b3C9s,b3C9s_j0v1yls8
3,Class12,2024-01-10 22:51:25,Partially_Correct,2,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,528,5,43d98a750c726bb39d11,male,19,J57489,b3C9s,b3C9s_j0v1yls8
4,Class12,2024-01-10 22:49:38,Partially_Correct,2,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,344,2,43d98a750c726bb39d11,male,19,J57489,b3C9s,b3C9s_j0v1yls8
5,Class12,2024-01-10 22:49:04,Absolutely_Error,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,448,3,43d98a750c726bb39d11,male,19,J57489,b3C9s,b3C9s_j0v1yls8
6,Class12,2024-01-10 22:48:10,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_5Q4KoXthUuYz3bvrTDFm,384,5,5d16326e4577a67d94c6,male,22,J40192,g7R2j,g7R2j_j1g8gd3v
7,Class12,2024-01-10 22:47:36,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,0,2,43d98a750c726bb39d11,male,19,J57489,b3C9s,b3C9s_j0v1yls8
8,Class12,2024-01-10 22:46:17,Partially_Correct,2,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,424,3,43d98a750c726bb39d11,male,19,J57489,b3C9s,b3C9s_j0v1yls8
9,Class12,2024-01-10 22:45:10,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_Cj9Ya2R7fZd6xs1q5mNQ,340,4,5d16326e4577a67d94c6,male,22,J40192,g7R2j,g7R2j_j1g8gd3v
10,Class12,2024-01-10 22:44:30,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_Cj9Ya2R7fZd6xs1q5mNQ,352,3,5d16326e4577a67d94c6,male,22,J40192,g7R2j,g7R2j_j1g8gd3v
11,Class12,2024-01-10 22:08:06,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_m8vwGkEZc3TSW2xqYUoR,356,4,e00bc7d9f2ce32c4f745,male,24,J23517,g7R2j,g7R2j_j1g8gd3v
12,Class12,2024-01-10 22:07:06,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_m8vwGkEZc3TSW2xqYUoR,344,4,21fc5674d24be8e9da89,male,22,J23517,g7R2j,g7R2j_j1g8gd3v
13,Class12,2024-01-10 21:27:01,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,352,3,21fc5674d24be8e9da89,male,22,J23517,b3C9s,b3C9s_j0v1yls8
14,Class12,2024-01-10 21:18:12,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,324,3,5d16326e4577a67d94c6,male,22,J40192,b3C9s,b3C9s_j0v1yls8
15,Class12,2024-01-10 21:17:17,Error2,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,472,3,5d16326e4577a67d94c6,male,22,J40192,b3C9s,b3C9s_j0v1yls8
16,Class12,2024-01-10 21:06:16,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,360,3,a7fc1ba478db11fde063,female,21,J78901,b3C9s,b3C9s_j0v1yls8
17,Class12,2024-01-10 21:04:51,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,356,3,5d16326e4577a67d94c6,male,22,J40192,b3C9s,b3C9s_j0v1yls8
18,Class12,2024-01-10 21:00:01,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_gj1NLb4Jn7URf9K2kQPd,384,3,a7fc1ba478db11fde063,female,21,J78901,g7R2j,g7R2j_j1g8gd3v
19,Class12,2024-01-10 20:58:15,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,348,4,63ff3dff3eb31d62ab3e,male,22,J57489,b3C9s,b3C9s_j0v1yls8
20,Class12,2024-01-10 20:51:50,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_5Q4KoXthUuYz3bvrTDFm,332,2,63ff3dff3eb31d62ab3e,male,22,J57489,b3C9s,b3C9s_l4z6od7y
21,Class12,2024-01-10 20:50:18,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_5Q4KoXthUuYz3bvrTDFm,328,3,5d16326e4577a67d94c6,male,22,J40192,b3C9s,b3C9s_l4z6od7y
22,Class12,2024-01-10 20:48:25,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,452,4,63ff3dff3eb31d62ab3e,male,22,J57489,g7R2j,g7R2j_e0v1yls8
23,Class12,2024-01-10 20:47:18,Error1,0,Question_hZ5wXofebmTlzKB1jNcP,Method_gj1NLb4Jn7URf9K2kQPd,0,4,5d16326e4577a67d94c6,male,22,J40192,b3C9s,b3C9s_l4z6od7y
24,Class12,2024-01-10 20:42:43,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_gj1NLb4Jn7URf9K2kQPd,332,3,63ff3dff3eb31d62ab3e,male,22,J57489,g7R2j,g7R2j_j1g8gd3v
25,Class12,2024-01-10 20:42:01,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_5Q4KoXthUuYz3bvrTDFm,336,3,63ff3dff3eb31d62ab3e,male,22,J57489,g7R2j,g7R2j_e0v1yls8
26,Class12,2024-01-10 20:39:52,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_m8vwGkEZc3TSW2xqYUoR,412,5,63ff3dff3eb31d62ab3e,male,22,J57489,b3C9s,b3C9s_l4z6od7y
