index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,sex,age,major,knowledge,sub_knowledge
0,Class9,1703135271.0,Absolutely_Error,0,Question_pVKXjZn0BkSwYcsa7C31,Method_gj1NLb4Jn7URf9K2kQPd,476,3,4e693829528e3e7de62a,male,22,J87654,y9W5d,y9W5d_c0w4mj5h
0,Class9,1703135271.0,Absolutely_Error,0,Question_pVKXjZn0BkSwYcsa7C31,Method_gj1NLb4Jn7URf9K2kQPd,476,3,4e693829528e3e7de62a,male,22,J87654,m3D1v,m3D1v_r1d7fr3l
1,Class9,1703135266.0,Absolutely_Error,0,Question_pVKXjZn0BkSwYcsa7C31,Method_5Q4KoXthUuYz3bvrTDFm,320,3,4e693829528e3e7de62a,male,22,J87654,y9W5d,y9W5d_c0w4mj5h
1,Class9,1703135266.0,Absolutely_Error,0,Question_pVKXjZn0BkSwYcsa7C31,Method_5Q4KoXthUuYz3bvrTDFm,320,3,4e693829528e3e7de62a,male,22,J87654,m3D1v,m3D1v_r1d7fr3l
2,Class9,1703134312.0,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_5Q4KoXthUuYz3bvrTDFm,188,3,4aa8ff74dc576b7adbcd,male,21,J87654,b3C9s,b3C9s_l4z6od7y
3,Class9,1703134293.0,Error1,0,Question_hZ5wXofebmTlzKB1jNcP,Method_m8vwGkEZc3TSW2xqYUoR,0,1,4aa8ff74dc576b7adbcd,male,21,J87654,b3C9s,b3C9s_l4z6od7y
4,Class9,1703134201.0,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_m8vwGkEZc3TSW2xqYUoR,308,4,4aa8ff74dc576b7adbcd,male,21,J87654,b3C9s,b3C9s_l4z6od7y
5,Class9,1703134077.0,Absolutely_Correct,3,Question_Ej5mBw9rsOUKkFycGvz2,Method_5Q4KoXthUuYz3bvrTDFm,312,3,792e3326f0d9f68389d9,female,23,J57489,y9W5d,y9W5d_c0w4mj5h
6,Class9,1703134071.0,Partially_Correct,1,Question_Ej5mBw9rsOUKkFycGvz2,Method_5Q4KoXthUuYz3bvrTDFm,460,4,792e3326f0d9f68389d9,female,23,J57489,y9W5d,y9W5d_c0w4mj5h
7,Class9,1703134052.0,Absolutely_Correct,3,Question_Ej5mBw9rsOUKkFycGvz2,Method_BXr9AIsPQhwNvyGdZL57,324,3,792e3326f0d9f68389d9,female,23,J57489,y9W5d,y9W5d_c0w4mj5h
8,Class9,1703133036.0,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_m8vwGkEZc3TSW2xqYUoR,340,4,9b913075e93b2b788102,female,22,J78901,y9W5d,y9W5d_p8g6dgtv
9,Class9,1703132522.0,Absolutely_Correct,3,Question_Mh4CZIsrEfxkP1wXtOYV,Method_gj1NLb4Jn7URf9K2kQPd,308,3,792e3326f0d9f68389d9,female,23,J57489,y9W5d,y9W5d_c0w4mj5h
10,Class9,1703132336.0,Absolutely_Correct,3,Question_TmKaGvfNoXYq4FZ2JrBu,Method_Cj9Ya2R7fZd6xs1q5mNQ,316,3,1c2aef3af32f6323a31d,male,19,J87654,m3D1v,m3D1v_r1d7fr3l
11,Class9,1703131723.0,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_m8vwGkEZc3TSW2xqYUoR,200,3,4aa8ff74dc576b7adbcd,male,21,J87654,y9W5d,y9W5d_p8g6dgtv
12,Class9,1703131690.0,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_BXr9AIsPQhwNvyGdZL57,308,3,4aa8ff74dc576b7adbcd,male,21,J87654,y9W5d,y9W5d_p8g6dgtv
13,Class9,1703131680.0,Partially_Correct,1,Question_Az73sM0rHfWVKuc4X2kL,Method_Cj9Ya2R7fZd6xs1q5mNQ,328,3,4aa8ff74dc576b7adbcd,male,21,J87654,y9W5d,y9W5d_p8g6dgtv
14,Class9,1703131229.0,Absolutely_Correct,3,Question_6RQj2gF3OeK5AmDvThUV,Method_Cj9Ya2R7fZd6xs1q5mNQ,444,3,1c2aef3af32f6323a31d,male,19,J87654,m3D1v,m3D1v_r1d7fr3l
15,Class9,1703131218.0,Absolutely_Correct,3,Question_6RQj2gF3OeK5AmDvThUV,Method_5Q4KoXthUuYz3bvrTDFm,324,3,1c2aef3af32f6323a31d,male,19,J87654,m3D1v,m3D1v_r1d7fr3l
16,Class9,1703131130.0,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_BXr9AIsPQhwNvyGdZL57,384,4,4aa8ff74dc576b7adbcd,male,21,J87654,y9W5d,y9W5d_p8g6dgtv
17,Class9,1703130966.0,Absolutely_Correct,3,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_5Q4KoXthUuYz3bvrTDFm,464,4,9b913075e93b2b788102,female,22,J78901,y9W5d,y9W5d_p8g6dgtv
18,Class9,1703130918.0,Absolutely_Error,0,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_m8vwGkEZc3TSW2xqYUoR,312,4,9b913075e93b2b788102,female,22,J78901,y9W5d,y9W5d_p8g6dgtv
19,Class9,1703130107.0,Absolutely_Error,0,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_5Q4KoXthUuYz3bvrTDFm,340,4,9b913075e93b2b788102,female,22,J78901,y9W5d,y9W5d_p8g6dgtv
20,Class9,1703130054.0,Absolutely_Error,0,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_5Q4KoXthUuYz3bvrTDFm,324,3,9b913075e93b2b788102,female,22,J78901,y9W5d,y9W5d_p8g6dgtv
